"id","word","trans_word","type","createdAt","updatedAt"
216,kem bôi,cream,translate,2021-04-12 11:49:09.611 +0700,2021-04-12 11:49:09.611 +0700
217,cốm uống,gel,translate,2021-04-12 11:48:45.779 +0700,2021-04-12 11:48:45.779 +0700
218,viên nhai,chewable tablet,translate,2021-04-12 11:48:30.220 +0700,2021-04-12 11:48:30.220 +0700
219,thuốc tiêm đông khô,injection,translate,2021-04-12 11:48:05.216 +0700,2021-04-12 11:48:05.216 +0700
220,dung dịch nhỏ tai,ear spray solution,translate,2021-04-12 11:47:56.370 +0700,2021-04-12 11:47:56.370 +0700
221,bột vô khuẩn pha tiêm,powder for injection,translate,2021-04-12 11:47:40.927 +0700,2021-04-12 11:47:40.927 +0700
222,dung dịch đậm đặc pha dung dịch tiêm truyền tĩnh mạch,concentrate and solvent for solution for infusion,translate,2021-04-12 11:47:40.797 +0700,2021-04-12 11:47:40.797 +0700
223,hỗn dịch hít khí dung,inhalation gas,translate,2021-04-12 11:47:36.487 +0700,2021-04-12 11:47:36.487 +0700
224,thuốc phun mù định liều hệ hỗn dịch,oromucosal spray,translate,2021-04-12 11:47:36.262 +0700,2021-04-12 11:47:36.262 +0700
225,thuốc phun mù hệ hỗn dịch để hít qua đường miệng,oral gum,translate,2021-04-12 11:47:32.009 +0700,2021-04-12 11:47:32.009 +0700
226,bột hít phân liều,inhalation powder,translate,2021-04-12 11:47:24.916 +0700,2021-04-12 11:47:24.916 +0700
227,thuốc bột hít phân liều,inhalation powder,translate,2021-04-12 11:47:24.370 +0700,2021-04-12 11:47:24.370 +0700
228,dung dịch tiêm bắp tĩnh mạch sau khi pha loãng,powder and solvent for instillation solution for intraocular use,translate,2021-04-12 11:47:20.379 +0700,2021-04-12 11:47:20.379 +0700
229,dung dịch để tiêm dung dịch đậm đặc để pha dung dịch tiêm truyền,concentrate for solution for injection infusion,translate,2021-04-12 11:47:11.480 +0700,2021-04-12 11:47:11.480 +0700
230,gel uống,gel,translate,2021-04-12 11:47:11.248 +0700,2021-04-12 11:47:11.248 +0700
231,tabtab,tablet,translate,2021-04-12 11:46:35.798 +0700,2021-04-12 11:46:35.798 +0700
232,bột đông khô và dung môi pha dung dịch tiêm,powder and solvent for solution for injection,translate,2021-04-12 11:46:31.547 +0700,2021-04-12 11:46:31.547 +0700
233,dung dịch tiêm 09%,solution for injection,translate,2021-04-12 11:46:26.875 +0700,2021-04-12 11:46:26.875 +0700
234,thuốc hít định liều,pillules single dose container,translate,2021-04-12 11:46:05.696 +0700,2021-04-12 11:46:05.696 +0700
235,nhũ tương tiêm/truyền tĩnh mạch,emulsion for injection infusion,translate,2021-04-12 11:45:51.979 +0700,2021-04-12 11:45:51.979 +0700
236,dung dịch tiêm tủy sống,solution for injection,translate,2021-04-12 11:45:48.252 +0700,2021-04-12 11:45:48.252 +0700
237,dung dịch đậm đặc để tiêm truyền,concentrate for solution for infusion,translate,2021-04-12 11:45:48.178 +0700,2021-04-12 11:45:48.178 +0700
238,bột pha dung dịch tiêm/ truyền tĩnh mạch,powder for injection,translate,2021-04-12 11:45:39.437 +0700,2021-04-12 11:45:39.437 +0700
239,viên bao phim phóng thích chậm,blood fraction modifier,translate,2021-04-12 11:45:30.908 +0700,2021-04-12 11:45:30.908 +0700
240,dung dịch tiêm đóng sẳn trong bơm tiêm,solution for injection infusion,translate,2021-04-12 11:45:08.332 +0700,2021-04-12 11:45:08.332 +0700
241,viên bao phim giải phóng chậm,implant,translate,2021-04-12 11:45:04.872 +0700,2021-04-12 11:45:04.872 +0700
242,dung dịch thuốc uống,oral solution,translate,2021-04-12 11:44:42.899 +0700,2021-04-12 11:44:42.899 +0700
243,bột pha hỗn dịch,ear powder,translate,2021-04-12 11:44:29.968 +0700,2021-04-12 11:44:29.968 +0700
244,viên nang kháng acid dạ dày,gastro resistant capsule,translate,2021-04-12 11:44:26.013 +0700,2021-04-12 11:44:26.013 +0700
245,hỗn dịch uống nhỏ giọt,ophthalmic strip,translate,2021-04-12 11:44:08.750 +0700,2021-04-12 11:44:08.750 +0700
246,bột pha dung dịch tiêm / tiêm truyền,powder for solution for injection,translate,2021-04-12 11:43:37.969 +0700,2021-04-12 11:43:37.969 +0700
247,nhũ tương để tiêm truyền tĩnh mạch,emulsion for injection infusion,translate,2021-04-12 11:43:34.471 +0700,2021-04-12 11:43:34.471 +0700
248,dung dịch tiêm nội nhãn,solution for injection,translate,2021-04-12 11:43:34.075 +0700,2021-04-12 11:43:34.075 +0700
249,nhũ tương tiêm hoặc tiêm truyền tĩnh mạch,emulsion for injection infusion,translate,2021-04-12 11:43:33.940 +0700,2021-04-12 11:43:33.940 +0700
250,bột đông khô để pha dung dịch tiêm truyền,powder for solution for infusion,translate,2021-04-12 11:43:02.786 +0700,2021-04-12 11:43:02.786 +0700
251,dung dịch bơm hậu môn,nasal drops solution,translate,2021-04-12 11:42:50.559 +0700,2021-04-12 11:42:50.559 +0700
252,viên nén bao phim,film coated tablet,translate,2021-04-12 11:42:34.744 +0700,2021-04-12 11:42:34.744 +0700
253,bột pha dung dịch tiêm hoặc truyền tĩnh mạch,powder and solvent for solution for injection infusion,translate,2021-04-12 11:42:15.332 +0700,2021-04-12 11:42:15.332 +0700
254,tccs,soft capsule,translate,2021-04-12 11:41:57.712 +0700,2021-04-12 11:41:57.712 +0700
255,thuốc kem,cream,translate,2021-04-12 11:41:57.684 +0700,2021-04-12 11:41:57.684 +0700
256,viên sủi,effervescent powder,translate,2021-04-12 11:41:48.556 +0700,2021-04-12 11:41:48.556 +0700
257,thuốc bột đông khô và dung môi để pha tiêm hoặc tiêm truyền,powder and solvent for suspension for injection,translate,2021-04-12 11:41:44.822 +0700,2021-04-12 11:41:44.822 +0700
258,thuốc bột pha dung dịch tiêm truyền,powder for solution for infusion,translate,2021-04-12 11:41:44.734 +0700,2021-04-12 11:41:44.734 +0700
259,thuốc đạn,suppository,translate,2021-04-12 11:41:14.523 +0700,2021-04-12 11:41:14.523 +0700
260,bột sủi bọt để pha hỗn dịch uống,powder for oral suspension,translate,2021-04-12 11:41:14.350 +0700,2021-04-12 11:41:14.350 +0700
261,bột sủi bọt để pha dung dịch uống,ear powder,translate,2021-04-12 11:41:14.024 +0700,2021-04-12 11:41:14.024 +0700
262,hộp 1 bơm tiêm đóng sẵn thuốc,injection,translate,2021-04-12 11:41:05.025 +0700,2021-04-12 11:41:05.025 +0700
263,thuốc bột pha tiêm truyền,powder for injection,translate,2021-04-12 11:40:57.039 +0700,2021-04-12 11:40:57.039 +0700
264,dung dịch tiêm hoặc tiêm truyền,solution for injection infusion,translate,2021-04-12 11:40:37.785 +0700,2021-04-12 11:40:37.785 +0700
265,dung dịch đậm đặc để pha dung dịch tiêm và tiêm truyền,concentrate for solution for injection infusion,translate,2021-04-12 11:40:37.642 +0700,2021-04-12 11:40:37.642 +0700
266,lotion,eye lotion,translate,2021-04-12 11:40:06.997 +0700,2021-04-12 11:40:06.997 +0700
267,thuốc tiêm (bột đông khô dùng để pha dung dịch tiêm truyền),powder for solution for injection or infusion,translate,2021-04-12 11:40:02.298 +0700,2021-04-12 11:40:02.298 +0700
268,dung dịch đậm đặc tiêm truyền,concentrate for solution for infusion,translate,2021-04-12 11:40:02.121 +0700,2021-04-12 11:40:02.121 +0700
269,hỗn dịch nhỏ mắt vô khuẩn,rectal emulsion,translate,2021-04-12 11:39:49.282 +0700,2021-04-12 11:39:49.282 +0700
212,hỗn dịch tiêm giải phóng kéo dài,prolonged release injection suspension,translate,2021-04-12 11:49:54.406 +0700,2021-04-12 11:49:54.406 +0700
211,viên nén phóng thích có kiểm soá,controlled release tablets,translate,2021-04-12 11:50:00.069 +0700,2021-04-12 11:50:00.069 +0700
215,bột pha dung dịch truyền tĩnh mạch,powder for solution for intravenous infusion,translate,2021-04-12 11:49:14.869 +0700,2021-04-12 11:49:14.869 +0700
271,phim tan trong miệng,pressurised inhalation solution,translate,2021-04-12 11:39:26.729 +0700,2021-04-12 11:39:26.729 +0700
273,viên nén tan trong miệng,coated tablet,translate,2021-04-12 11:38:32.140 +0700,2021-04-12 11:38:32.140 +0700
274,viên nén không tan trong dạ dày,soluble tablet,translate,2021-04-12 11:38:26.941 +0700,2021-04-12 11:38:26.941 +0700
275,dung dịch thuốc tiêm,solution for injection,translate,2021-04-12 11:38:23.042 +0700,2021-04-12 11:38:23.042 +0700
276,que cấy dưới da,powder for syrup,translate,2021-04-12 11:38:10.003 +0700,2021-04-12 11:38:10.003 +0700
277,gel dùng ngoài da,ear gel,translate,2021-04-12 11:38:09.754 +0700,2021-04-12 11:38:09.754 +0700
278,hộp 6 vỉ x 10 viên,dispersible tablet,translate,2021-04-12 11:38:05.821 +0700,2021-04-12 11:38:05.821 +0700
279,bột đông khô,oral lyophilisate,translate,2021-04-12 11:37:42.712 +0700,2021-04-12 11:37:42.712 +0700
280,dung dịch tiêm bắp tiêm tĩnh mạch,solution for injection infusion,translate,2021-04-12 11:37:38.378 +0700,2021-04-12 11:37:38.378 +0700
281,cốm pha hỗn dịch uống,bath additive,translate,2021-04-12 11:37:29.300 +0700,2021-04-12 11:37:29.300 +0700
282,thuốc bột và dung môi pha dung dịch tiêm,powder and solvent for solution for injection,translate,2021-04-12 11:37:20.537 +0700,2021-04-12 11:37:20.537 +0700
283,dầu xoa,sublingual spray,translate,2021-04-12 11:37:15.853 +0700,2021-04-12 11:37:15.853 +0700
284,bột đông khô pha tiêm,dental powder,translate,2021-04-12 11:37:11.582 +0700,2021-04-12 11:37:11.582 +0700
285,lansoprazol: viên nang cứng tinidazol và clarithromycin: viên nén bao phim,capsule hard,translate,2021-04-12 11:36:54.800 +0700,2021-04-12 11:36:54.800 +0700
286,viên nén bao phim giải phóng có kiểm soát,film coated tablet,translate,2021-04-12 11:36:39.845 +0700,2021-04-12 11:36:39.845 +0700
288,dung dich tiêm dùng trong nha khoa,concentrate and solvent for injection,translate,2021-04-12 11:36:08.606 +0700,2021-04-12 11:36:08.606 +0700
289,viên đạn,pillules,translate,2021-04-12 11:36:08.298 +0700,2021-04-12 11:36:08.298 +0700
290,hỗn dịch nhỏ mắt vô trùng,transdermal system,translate,2021-04-12 11:36:03.692 +0700,2021-04-12 11:36:03.692 +0700
291,viên nang cứng chứa pellet bao tan trong ruột,gastro resistant capsule hard,translate,2021-04-12 11:35:47.953 +0700,2021-04-12 11:35:47.953 +0700
292,dung dịch uống nhỏ giọt,ear drops solution,translate,2021-04-12 11:35:26.209 +0700,2021-04-12 11:35:26.209 +0700
293,viên nang giải phóng có kiểm soát,prolonged release capsule,translate,2021-04-12 11:35:25.997 +0700,2021-04-12 11:35:25.997 +0700
294,bột và dung môi pha tiêm,powder and solvent for solution for injection,translate,2021-04-12 11:35:13.094 +0700,2021-04-12 11:35:13.094 +0700
295,phức hợp lipid tiêm tĩnh mạch,intravenous infusion,translate,2021-04-12 11:34:59.695 +0700,2021-04-12 11:34:59.695 +0700
296,bột đông khô pha tiêm truyền tĩnh mạch,powder and solvent for suspension for injection,translate,2021-04-12 11:34:59.638 +0700,2021-04-12 11:34:59.638 +0700
297,viên nang cứng chứa vi hạt bao tan trong ruột,pillules single dose container,translate,2021-04-12 11:34:37.600 +0700,2021-04-12 11:34:37.600 +0700
298,nhũ tương tiêm truyền tĩnh mạch,intravenous infusion,translate,2021-04-12 11:34:29.384 +0700,2021-04-12 11:34:29.384 +0700
299,viên bao phim,film coated tablet,translate,2021-04-12 11:34:24.757 +0700,2021-04-12 11:34:24.757 +0700
300,viên nang cứng dưới dạng vi hạt tan trong ruột,gastro resistant capsule hard,translate,2021-04-12 11:34:16.445 +0700,2021-04-12 11:34:16.445 +0700
301,viên nén nhai không bao,chewable tablet,translate,2021-04-12 11:34:16.035 +0700,2021-04-12 11:34:16.035 +0700
302,viên nang cứng (dưới dạng vi hạt tan trong ruột),gastro resistant capsule hard,translate,2021-04-12 11:34:11.921 +0700,2021-04-12 11:34:11.921 +0700
303,dung dịch tiêm vào khoang nội tủy động mạch tĩnh mạch,solution for injection in cartridge,translate,2021-04-12 11:34:11.852 +0700,2021-04-12 11:34:11.852 +0700
304,thuốc bột pha tiêm,powder for injection,translate,2021-04-12 11:34:11.529 +0700,2021-04-12 11:34:11.529 +0700
305,dịch truyền tĩnh mạch,intravenous infusion,translate,2021-04-12 11:34:11.317 +0700,2021-04-12 11:34:11.317 +0700
306,dịch truyền,infusion,translate,2021-04-12 11:34:07.304 +0700,2021-04-12 11:34:07.304 +0700
307,dung dịch tiêm/ dung dịch đậm đặc để pha dung dịch tiêm- truyền,powder and solvent for solution for injection infusion,translate,2021-04-12 11:34:07.155 +0700,2021-04-12 11:34:07.155 +0700
308,thuốc tiêm,injection,translate,2021-04-12 11:33:49.841 +0700,2021-04-12 11:33:49.841 +0700
309,bột pha dung dịch truyền,powder for solution for infusion,translate,2021-04-12 11:33:45.530 +0700,2021-04-12 11:33:45.530 +0700
310,dung dịch tiêm tĩnh mạch chậm,intravenous infusion,translate,2021-04-12 11:33:45.431 +0700,2021-04-12 11:33:45.431 +0700
311,bột pha dung dịch đậm đặc để pha tiêm truyền,powder for concentrate for solution for infusion,translate,2021-04-12 11:32:11.281 +0700,2021-04-12 11:32:11.281 +0700
312,nhũ tương để tiêm hoặc tiêm truyền tĩnh mạch,emulsion for injection infusion,translate,2021-04-12 11:32:06.003 +0700,2021-04-12 11:32:06.003 +0700
313,dung dịch phun xịt trên da,ear spray solution,translate,2021-04-12 11:31:55.044 +0700,2021-04-12 11:31:55.044 +0700
314,siro,pour on,translate,2021-04-12 11:31:35.930 +0700,2021-04-12 11:31:35.930 +0700
315,dung dịch đậm đặc pha thuốc tiêm truyền,concentrate for solution for infusion,translate,2021-04-12 11:31:32.234 +0700,2021-04-12 11:31:32.234 +0700
316,dung môi pha tiêm,injection,translate,2021-04-12 11:31:19.471 +0700,2021-04-12 11:31:19.471 +0700
317,gel dùng đường âm đạo,vaginal gel,translate,2021-04-12 11:31:11.494 +0700,2021-04-12 11:31:11.494 +0700
318,dung dịch đậm đặc để pha tiêm truyền tĩnh mạch,concentrate and solvent for solution for injection,translate,2021-04-12 11:30:32.776 +0700,2021-04-12 11:30:32.776 +0700
319,viên nang cứng giải phóng kéo dài,modified release capsule hard,translate,2021-04-12 11:30:25.142 +0700,2021-04-12 11:30:25.142 +0700
320,gel bôi trơn,gel for injection,translate,2021-04-12 11:30:10.904 +0700,2021-04-12 11:30:10.904 +0700
321,dung dịch đậm đặc pha tiêm/tiêm truyền,concentrate for solution for injection infusion,translate,2021-04-12 11:30:06.797 +0700,2021-04-12 11:30:06.797 +0700
322,viên nén bao phim bẻ được,film coated tablet,translate,2021-04-12 11:30:06.658 +0700,2021-04-12 11:30:06.658 +0700
323,dung dịch xịt họng,ear spray solution,translate,2021-04-12 11:29:58.890 +0700,2021-04-12 11:29:58.890 +0700
324,viên đặt âm đạo,vaginal gel,translate,2021-04-12 11:29:58.734 +0700,2021-04-12 11:29:58.734 +0700
325,kem bôi da,cream,translate,2021-04-12 11:29:51.621 +0700,2021-04-12 11:29:51.621 +0700
326,dung dịch phun mù,ear spray solution,translate,2021-04-12 11:29:34.953 +0700,2021-04-12 11:29:34.953 +0700
327,dung dịch tiêm trong khớp,solution for injection,translate,2021-04-12 11:29:26.037 +0700,2021-04-12 11:29:26.037 +0700
328,viên nén dài bao phim,film coated tablet,translate,2021-04-12 11:29:16.919 +0700,2021-04-12 11:29:16.919 +0700
329,thuốc cốm,medicinal gas cryogenic,translate,2021-04-12 11:29:01.694 +0700,2021-04-12 11:29:01.694 +0700
330,bột hít chứa trong nang cứng,inhalation powder hard capsule,translate,2021-04-12 11:28:44.260 +0700,2021-04-12 11:28:44.260 +0700
331,viên nang cứng bao tan trong ruột,gastro resistant capsule hard,translate,2021-04-12 11:28:26.904 +0700,2021-04-12 11:28:26.904 +0700
332,viên nang giải phóng kéo dài,prolonged release capsule,translate,2021-04-12 11:28:18.480 +0700,2021-04-12 11:28:18.480 +0700
333,bột đông khô và dung môi pha tiêm,powder and solvent for solution for injection,translate,2021-04-12 11:28:18.364 +0700,2021-04-12 11:28:18.364 +0700
334,viên nén bao phim kháng dịch dạ dày,solution for skin scratch test,translate,2021-04-12 11:28:18.022 +0700,2021-04-12 11:28:18.022 +0700
335,dung dịch đậm đặc pha tiêm truyền,concentrate for solution for infusion,translate,2021-04-12 11:28:02.927 +0700,2021-04-12 11:28:02.927 +0700
336,dung dịch truyền,spot on solution,translate,2021-04-12 11:27:54.909 +0700,2021-04-12 11:27:54.909 +0700
337,viên nén phân tán tại miệng,dispersible tablet,translate,2021-04-12 11:27:42.656 +0700,2021-04-12 11:27:42.656 +0700
338,viên sủi bọt,effervescent tablet,translate,2021-04-12 11:27:37.872 +0700,2021-04-12 11:27:37.872 +0700
339,viên bao phim tan trong ruột,film coated tablet,translate,2021-04-12 11:27:32.143 +0700,2021-04-12 11:27:32.143 +0700
340,viên nén phóng thích có kiểm soát,prolonged release tablet,translate,2021-04-12 11:27:12.972 +0700,2021-04-12 11:27:12.972 +0700
341,viên nén bao phim giải phóng có biến đổi,solution for organ preservation,translate,2021-04-12 11:27:04.084 +0700,2021-04-12 11:27:04.084 +0700
342,viên nén giải phóng biến đổi,modified release tablet,translate,2021-04-12 11:27:03.866 +0700,2021-04-12 11:27:03.866 +0700
343,viên nén bao phim tác dụng kéo dài,compressed lozenge,translate,2021-04-12 11:26:51.337 +0700,2021-04-12 11:26:51.337 +0700
344,implant tiêm trong dịch kính,concentrate for solution for injection infusion,translate,2021-04-12 11:26:51.128 +0700,2021-04-12 11:26:51.128 +0700
345,dung dịch tiêm tiêm truyền,solution for injection infusion,translate,2021-04-12 11:26:51.114 +0700,2021-04-12 11:26:51.114 +0700
346,dung dịch đậm đặc để tiêm hoặc tiêm truyền tĩnh mạch,concentrate for solution for injection infusion,translate,2021-04-12 11:26:47.611 +0700,2021-04-12 11:26:47.611 +0700
347,viên nén bao tan ở ruột,gastro resistant tablet,translate,2021-04-12 11:26:44.340 +0700,2021-04-12 11:26:44.340 +0700
