"id","from","to","createdAt","updatedAt"
278,아티쿨펜정(덱시부프로펜디.씨.),articulfen tablet (dexibuprofendi. c.),2021-04-19 14:02:01.526 +0700,2021-04-19 14:02:01.526 +0700
281,나미진크림(테르비나핀염산염)_(0.2g/20g),namijin cream (terbinafine hydrochloride)_(0.2g/20g),2021-04-19 14:02:02.091 +0700,2021-04-19 14:02:02.091 +0700
284,대한10%포도당가생리식염액_(1000ml/병),daehan 10% glucose physiological saline solution_(1000ml/bottle),2021-04-19 14:02:02.662 +0700,2021-04-19 14:02:02.662 +0700
300,텔미드롭정80밀리그램(텔미사르탄)_(80mg/1정),telmidrop tablet 80mg (telmisartan)_(80mg/1 tablet),2021-04-19 14:02:06.701 +0700,2021-04-19 14:02:06.701 +0700
303,코스티렌정60밀리그램(애엽95%에탄올연조엑스(20->1))_(60mg/1정),"60 mg of costyrene tablets (95% ethanol soft extract (20->1))_(60mg/1 tablet)",2021-04-19 14:02:07.202 +0700,2021-04-19 14:02:07.202 +0700
265,간포트점안액_(3ml),liver pot eye drop_(3ml),2021-04-19 14:01:58.455 +0700,2021-04-19 14:01:58.455 +0700
268,세비테라정5/40밀리그램_(1정),sevitera tablet 5/40mg_(1 tablet),2021-04-19 14:01:59.435 +0700,2021-04-19 14:01:59.435 +0700
275,자렐토정20밀리그램(리바록사반)_(20mg/1정),jarelto tablets 20mg (rivaroxaban)_(20mg/1tablet),2021-04-19 14:02:00.919 +0700,2021-04-19 14:02:00.919 +0700
279,토피론정100밀리그램(토피라메이트)_(0.1g/1정),topiron tablet 100mg (topiramate)_(0.1g/1 tablet),2021-04-19 14:02:01.745 +0700,2021-04-19 14:02:01.745 +0700
282,암로맥스정5밀리그램(메실산암로디핀일수화물)_(6.4mg/1정),amlomax tablet 5mg (amlodipine mesylate monohydrate)_(6.4mg/1 tablet),2021-04-19 14:02:02.288 +0700,2021-04-19 14:02:02.288 +0700
299,아세탈cr정(아세클로페낙)_(0.2g/1정),acetal cr tablet (aceclofenac)_(0.2g/1 tablet),2021-04-19 14:02:06.494 +0700,2021-04-19 14:02:06.494 +0700
285,"유니일라정_(당귀·목과·방풍·속단·오가피·우슬·위령선·육계·진교·천궁·천마·홍화25%에탄올연조엑스(3.5→1), 0.4054g/1정)","uniillajeong_(angelica, mokwa, bangpung, sokdan, ogapi, wooseul, wiryeongseon, yugye, jingyo, cheongung, cheonma, honghwa 25% ethanol soft extract (3.5→1), 0.4054g/1 tablet)",2021-04-19 14:02:02.986 +0700,2021-04-19 14:02:02.986 +0700
289,프로바이브주1%(프로포폴)(provive1%(propofol)),provive 1% (propofol) (provive1% (propofol)),2021-04-19 14:02:03.570 +0700,2021-04-19 14:02:03.570 +0700
291,프로짐정(프로나제비),prozimjeong (pronazebi),2021-04-19 14:02:04.286 +0700,2021-04-19 14:02:04.286 +0700
294,이베플러스브이정150/12.5밀리그램_(1정),ebe plus v lee jeong 150/12.5 mg_(1 tablet),2021-04-19 14:02:04.855 +0700,2021-04-19 14:02:04.855 +0700
295,레비라정250밀리그램(레비티라세탐)_(0.25g/1정),levira tablet 250mg (levitiracetam)_(0.25g/1tablet),2021-04-19 14:02:05.146 +0700,2021-04-19 14:02:05.146 +0700
304,제일브레비블록주100밀리그람(에스몰롤염산염)_(0.1g/10ml),jeil brebi block juice 100mg (esmolol hydrochloride)_(0.1g/10ml),2021-04-19 14:14:17.678 +0700,2021-04-19 14:14:17.678 +0700
305,셀타플루캡슐75mg(오셀타미비르인산염)_(98.5mg/1캡슐),celltaflu capsule 75mg (oseltamivir phosphate)_(98.5mg/1 capsule),2021-04-19 14:14:17.971 +0700,2021-04-19 14:14:17.971 +0700
306,테바프레가퀄캡슐75밀리그램(프레가발린)_(75mg/1캡슐),tevapregaqual capsule 75mg (pregabalin)_(75mg/1 capsule),2021-04-19 14:14:18.230 +0700,2021-04-19 14:14:18.230 +0700
307,로페리손정(에페리손염산염)_(50mg/1정),loferisone tablet (eperisone hydrochloride)_(50mg/1 tablet),2021-04-19 14:14:18.514 +0700,2021-04-19 14:14:18.514 +0700
308,엑소마이신50밀리그램주사(시소마이신황산염)_(50mg/1ml),exomycin 50mg injection (sisomicin sulfate)_(50mg/1ml),2021-04-19 14:14:18.786 +0700,2021-04-19 14:14:18.786 +0700
309,바크로비정200밀리그람(아시클로버)_(0.2g/1정),bacrobi tablet 200 milligrams (acyclovir)_(0.2g/1 tablet),2021-04-19 14:14:19.043 +0700,2021-04-19 14:14:19.043 +0700
310,바이핀정(염산바미필린),bipin tablet (bamiphylline hydrochloride),2021-04-19 14:14:19.596 +0700,2021-04-19 14:14:19.596 +0700
311,파키놀피디정2밀리그램(로피니롤염산염)_(2.28mg/1정),pakinol pidi tablet 2mg (lopinirol hydrochloride)_(2.28mg/1 tablet),2021-04-19 14:14:19.983 +0700,2021-04-19 14:14:19.983 +0700
312,에포시스프리필드시린지주1000iu,eposis freefield syringe 1000iu,2021-04-19 14:14:20.463 +0700,2021-04-19 14:14:20.463 +0700
313,카나가바로틴캡슐400밀리그램(가바펜틴)_(0.4g/1캡슐),canagabarotene capsule 400mg (gabapentin)_(0.4g/1 capsule),2021-04-19 14:14:20.668 +0700,2021-04-19 14:14:20.668 +0700
314,데모큐크림(프레드니카르베이트)_(1.125g/450g),demo q cream (prednicarbate)_(1.125g/450g),2021-04-19 14:14:20.936 +0700,2021-04-19 14:14:20.936 +0700
315,그린플라스트큐프리필드시린지키트_(2ml),greenplast q free field syringe kit_(2ml),2021-04-19 14:14:21.289 +0700,2021-04-19 14:14:21.289 +0700
316,ml/키트,ml/kit,2021-04-19 14:14:21.378 +0700,2021-04-19 14:14:21.378 +0700
317,티알듀오정40/10밀리그램_(1정),trduo tablet 40/10mg_(1 tablet),2021-04-19 14:14:21.938 +0700,2021-04-19 14:14:21.938 +0700
318,에나틴정(에피나스틴염산염)_(10mg/1정),enatin tablet (epinastine hydrochloride)_(10mg/1 tablet),2021-04-19 14:14:22.471 +0700,2021-04-19 14:14:22.471 +0700
319,산도스비노렐빈주10밀리그램/밀리리터(비노렐빈타르타르산염)_(13.85mg/1ml),sandosvinorelbine 10mg/ml (vinorelbintartrate)_(13.85mg/1ml),2021-04-19 14:14:22.771 +0700,2021-04-19 14:14:22.771 +0700
320,파스틱정90밀리그램(나테글리니드)_(90mg/1정),pastic tablet 90mg (nateglinide)_(90mg/1tablet),2021-04-19 14:14:23.028 +0700,2021-04-19 14:14:23.028 +0700
321,"노보세븐알티주(활성형 엡타코그알파, 유전자재조합 혈액응고인자 viia)_(100ki.u)","novo seven rti (active epta cog alpha, genetically modified blood coagulation factor viia)_(100ki.u)",2021-04-19 14:14:23.269 +0700,2021-04-19 14:14:23.269 +0700
322,ki.u/병,ki.u/bottle,2021-04-19 14:14:23.373 +0700,2021-04-19 14:14:23.373 +0700
323,아지론건조시럽(아지스로마이신),aziron dry syrup (azithromycin),2021-04-19 14:14:23.843 +0700,2021-04-19 14:14:23.843 +0700
324,가모피드서방정15밀리그램(모사프리드시트르산염수화물)_(15.88mg/1정),gamofeed sustained-release tablet 15mg (mosapride citrate hydrate)_(15.88mg/1 tablet),2021-04-19 14:14:24.094 +0700,2021-04-19 14:14:24.094 +0700
325,유그린에프연고(요소)_(15g/60g),ugreen f ointment (urea)_(15g/60g),2021-04-19 14:14:24.409 +0700,2021-04-19 14:14:24.409 +0700
326,"스파민정_(플로로글루시놀수화물, 80mg/1정)","spamin tablet_(floroglucinol hydrate, 80mg/1 tablet)",2021-04-19 14:14:24.664 +0700,2021-04-19 14:14:24.664 +0700
327,네오세프건조시럽125밀리그람/5밀리리터(세파클러),neoceph dry syrup 125 milligrams / 5 milliliters (sephacler),2021-04-19 14:14:24.965 +0700,2021-04-19 14:14:24.965 +0700
328,데오본정(이프리플라본),deo bonjeong (ipriflavone),2021-04-19 14:14:25.572 +0700,2021-04-19 14:14:25.572 +0700
329,비라셉트산(메실산넬피나비어),viraseptic acid (mesyl acid nelpinavir),2021-04-19 14:14:25.778 +0700,2021-04-19 14:14:25.778 +0700
330,리세드린플러스정_(1정),lysedrin plus tablets_(1 tablet),2021-04-19 14:14:26.288 +0700,2021-04-19 14:14:26.288 +0700
331,이트코졸정(이트라코나졸고체분산체)_(0.253g/1정),itcosol tablet (itraconazole solid dispersion)_(0.253g/1 tablet),2021-04-19 14:30:09.074 +0700,2021-04-19 14:30:09.074 +0700
332,후루손플러스점안액_(6ml),furusone plus eye drop_(6ml),2021-04-19 14:30:09.429 +0700,2021-04-19 14:30:09.429 +0700
333,한미플루캡슐75밀리그램(오셀타미비르)_(75mg/1캡슐),hanmiflu capsule 75mg (oseltamivir)_(75mg/1 capsule),2021-04-19 14:30:09.696 +0700,2021-04-19 14:30:09.696 +0700
334,베스타제정(무당),established vesta (shaman),2021-04-19 14:30:09.941 +0700,2021-04-19 14:30:09.941 +0700
335,다이메릴엠정2/500밀리그램_(1정),dimeryl m tablet 2/500mg_(1 tablet),2021-04-19 14:30:10.203 +0700,2021-04-19 14:30:10.203 +0700
336,헤데스판시럽(아이비엽70%에탄올유동엑스),hedespan syrup (ivy leaf 70% ethanol fluid extract),2021-04-19 14:30:10.461 +0700,2021-04-19 14:30:10.461 +0700
337,제이레인점안액(히알루론산나트륨)(1회용)_(0.39mg/0.39ml),jay lane eye drop (sodium hyaluronate) (single use)_(0.39mg/0.39ml),2021-04-19 14:30:10.765 +0700,2021-04-19 14:30:10.765 +0700
338,알사킨정1밀리그램(라사길린메실산염)_(1.56mg/1정),alsakin tablet 1mg (rasagiline mesylate)_(1.56mg/1 tablet),2021-04-19 14:30:11.084 +0700,2021-04-19 14:30:11.084 +0700
339,신텍신정_(1정),syntec shinjeong_(1 tablet),2021-04-19 14:30:11.368 +0700,2021-04-19 14:30:11.368 +0700
340,포비론점안액(포비돈),povidone eye drops (povidone),2021-04-19 14:30:11.627 +0700,2021-04-19 14:30:11.627 +0700
341,유니바스크플러스정15/25밀리그람,unibasque plus tablet 15/25 milligrams,2021-04-19 14:30:12.062 +0700,2021-04-19 14:30:12.062 +0700
342,사와이토레미펜정40밀리그램(토레미펜시트르산염),sawaitoremifen tablet 40mg (toremifen citrate),2021-04-19 14:30:12.536 +0700,2021-04-19 14:30:12.536 +0700
343,"유트로핀주16iu(5.33mg)(소마트로핀)(수출명: lg유트로핀주 16iu, 럭트로핀주 16iu)","utropine strain 16iu (5.33mg) (somatropin) (export name: lg utropine strain 16iu, rugtropine strain 16iu)",2021-04-19 14:30:12.795 +0700,2021-04-19 14:30:12.795 +0700
344,i.u/병,i.u/bottle,2021-04-19 14:30:12.892 +0700,2021-04-19 14:30:12.892 +0700
345,디캐롤정(덱시부프로펜)_(0.3g/1정),dicarol tablet (dexibuprofen)_(0.3g/1 tablet),2021-04-19 14:30:13.420 +0700,2021-04-19 14:30:13.420 +0700
346,히알유니점안액0.1%(히알루론산나트륨)_(0.35mg/0.35ml),hyaluni eye drops 0.1% (sodium hyaluronate)_(0.35mg/0.35ml),2021-04-19 14:30:13.661 +0700,2021-04-19 14:30:13.661 +0700
347,에큐민정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),ecumin tablet 25mg (quethiapine fumarate)_(28.78mg/1 tablet),2021-04-19 14:30:13.936 +0700,2021-04-19 14:30:13.936 +0700
348,"6%헥스로실주_(500ml/병)","6% hex rosil wine_(500ml/bottle)",2021-04-19 14:30:14.191 +0700,2021-04-19 14:30:14.191 +0700
349,유니세레인캡슐(디아세레인)_(50mg/1캡슐),uniserain capsule (diaserine)_(50mg/1 capsule),2021-04-19 14:30:14.390 +0700,2021-04-19 14:30:14.390 +0700
353,로사플러스-에프정,rosa plus-f jeong,2021-04-19 14:30:15.819 +0700,2021-04-19 14:30:15.819 +0700
350,한미플루현탁용분말(오셀타미비르)_(0.3g/50ml),hanmiflu suspension powder (oseltamivir)_(0.3g/50ml),2021-04-19 14:30:14.650 +0700,2021-04-19 14:30:14.650 +0700
367,헤모자이드산1000밀리그램(데페라시록스)_(1g/1포),hemozide acid 1000mg (deferasirox)_(1g/1pack),2021-04-19 14:30:21.187 +0700,2021-04-19 14:30:21.187 +0700
368,포,artillery,2021-04-19 14:30:21.234 +0700,2021-04-19 14:30:21.234 +0700
373,비알에스락산(바실루스리케니포르미스균)_(75g/300g),brs lacsan (bacillus licheniformis)_(75g/300g),2021-04-19 14:30:22.846 +0700,2021-04-19 14:30:22.846 +0700
374,g/통,g/tong,2021-04-19 14:30:22.923 +0700,2021-04-19 14:30:22.923 +0700
351,듀오레스피 스피로맥스 320/9마이크로그램_(60회),duo respi spiromax 320/9 microgram_(60 times),2021-04-19 14:30:15.212 +0700,2021-04-19 14:30:15.212 +0700
352,회/통,sashimi/take,2021-04-19 14:30:15.301 +0700,2021-04-19 14:30:15.301 +0700
360,뉴스토정10mg(로수바스타틴칼슘)_(10.4mg/1정),newstojeong 10mg (rosuvastatin calcium)_(10.4mg/1 tablet),2021-04-19 14:30:18.336 +0700,2021-04-19 14:30:18.336 +0700
362,심바플러스정10/10_(1정),simba plus tablet 10/10_(1 tablet),2021-04-19 14:30:19.293 +0700,2021-04-19 14:30:19.293 +0700
371,로젠탄플러스정_(1정),rosentan plus tablet_(1 tablet),2021-04-19 14:30:22.267 +0700,2021-04-19 14:30:22.267 +0700
378,타플로탄-에스점안액0.0015%(타플루프로스트)_(4.5μg/0.3ml),taplotan-s eye drops 0.0015% (tafluprost)_(4.5μg/0.3ml),2021-04-19 14:30:24.002 +0700,2021-04-19 14:30:24.002 +0700
354,브리딘티점안액0.15%(브리모니딘타르타르산염)(1회용)_(0.45mg/0.3ml),bridinti eye drops 0.15% (brimonidine tartrate) (for single use)_(0.45mg/0.3ml),2021-04-19 14:30:16.279 +0700,2021-04-19 14:30:16.279 +0700
370,뮤테란주사(수출명: ateran)(아세틸시스테인)_(0.3g/3ml),muteran injection (export name: ateran) (acetylcysteine)_(0.3g/3ml),2021-04-19 14:30:21.973 +0700,2021-04-19 14:30:21.973 +0700
381,마그네비스트주사 20밀리리터,magnetist injection 20 milliliters,2021-04-19 14:30:24.713 +0700,2021-04-19 14:30:24.713 +0700
355,스테로신지크림_(500g),sterosinji cream_(500g),2021-04-19 14:30:16.993 +0700,2021-04-19 14:30:16.993 +0700
358,디메리드정4밀리그램(글리메피리드)_(4mg/1정),dimeride tablet 4mg (glimepiride)_(4mg/1 tablet),2021-04-19 14:30:17.823 +0700,2021-04-19 14:30:17.823 +0700
356,가바메드캡슐75밀리그램(프레가발린)_(75mg/1캡슐),gaba med capsule 75mg (pregabalin)_(75mg/1capsule),2021-04-19 14:30:17.225 +0700,2021-04-19 14:30:17.225 +0700
363,베시페나정10밀리그램(솔리페나신숙신산염)_(10mg/1정),vesifena tablet 10mg (solifenacin succinate)_(10mg/1 tablet),2021-04-19 14:30:19.563 +0700,2021-04-19 14:30:19.563 +0700
365,중외15%만니톨주사액,chinese and foreign 15% mannitol injection,2021-04-19 14:30:20.308 +0700,2021-04-19 14:30:20.308 +0700
372,휴디낙점안액(디클로페낙나트륨)_(6mg/6ml),hudynak eye drop (diclofenac sodium)_(6mg/6ml),2021-04-19 14:30:22.583 +0700,2021-04-19 14:30:22.583 +0700
357,암로스탄정5/50밀리그램_(1정),amrostan tablet 5/50mg_(1 tablet),2021-04-19 14:30:17.463 +0700,2021-04-19 14:30:17.463 +0700
359,스토큐정10밀리그램(라푸티딘)_(10mg/1정),stoq tablet 10mg (raputidine)_(10mg/1 tablet),2021-04-19 14:30:18.026 +0700,2021-04-19 14:30:18.026 +0700
366,삼아탄툼액(벤지다민염산염)_(6g/4000ml),samatantum liquid (benzidamine hydrochloride)_(6g/4000ml),2021-04-19 14:30:20.578 +0700,2021-04-19 14:30:20.578 +0700
376,이연세프타지딤주1g,leeyeon ceftazidimju 1g,2021-04-19 14:30:23.540 +0700,2021-04-19 14:30:23.540 +0700
380,라이트글리메포정1/250mg_(1정),light glimepo tablet 1/250mg_ (1 tablet),2021-04-19 14:30:24.510 +0700,2021-04-19 14:30:24.510 +0700
361,뉴멜락시캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),new meloxicam capsule 7.5mg (meloxicam)_(7.5mg/1capsule),2021-04-19 14:30:18.698 +0700,2021-04-19 14:30:18.698 +0700
364,아루엔점안액0.15%(히알루론산나트륨)(1회용)(b형)_(0.525mg/0.35ml),aruene eye drops 0.15% (sodium hyaluronate) (single use) (type b)_(0.525mg/0.35ml),2021-04-19 14:30:19.981 +0700,2021-04-19 14:30:19.981 +0700
369,프리카인5%크림,freecaine 5% cream,2021-04-19 14:30:21.746 +0700,2021-04-19 14:30:21.746 +0700
375,그랜탈정,grantal jeong,2021-04-19 14:30:23.130 +0700,2021-04-19 14:30:23.130 +0700
377,독립알마게이트정_(0.5g/1정),independent almagate tablet_(0.5g/1 tablet),2021-04-19 14:30:23.798 +0700,2021-04-19 14:30:23.798 +0700
379,아펜탈정(아세클로페낙)_(0.1g/1정),apental tablet (aceclofenac)_(0.1g/1 tablet),2021-04-19 14:30:24.264 +0700,2021-04-19 14:30:24.264 +0700
382,아트스톤비액(탄산수소나트륨),artstone rain liquid (sodium hydrogen carbonate),2021-04-19 14:30:24.915 +0700,2021-04-19 14:30:24.915 +0700
383,l,l,2021-04-19 14:30:24.959 +0700,2021-04-19 14:30:24.959 +0700
384,테바옥살리플라틴주사제_(0.1g/20ml),tevaoxaliplatin injection_(0.1g/20ml),2021-04-19 14:30:25.229 +0700,2021-04-19 14:30:25.229 +0700
385,페림타주300밀리그램(페메트렉시드이나트륨염2.5수화물),"300 milligrams of ferimta (pemetrexed disodium salt 2.5 hydrate)",2021-04-19 14:30:25.384 +0700,2021-04-19 14:30:25.384 +0700
386,에녹사파린주,enoxaparin,2021-04-19 14:30:25.676 +0700,2021-04-19 14:30:25.676 +0700
387,에프람정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),ephram tablet 10 mg (escitalopram oxalate)_(12.77mg/1 tablet),2021-04-19 14:30:25.833 +0700,2021-04-19 14:30:25.833 +0700
388,루미간점안액0.01%(비마토프로스트),lumigan eye drop 0.01% (bimatofrost),2021-04-19 14:30:26.099 +0700,2021-04-19 14:30:26.099 +0700
389,가바렙정600밀리그람(가바펜틴)_(0.6g/1정),gabareb tablet 600 milligrams (gabapentin)_(0.6g/1 tablet),2021-04-19 14:30:26.290 +0700,2021-04-19 14:30:26.290 +0700
390,대한염화칼륨-20_(1.491g/20ml/앰플),korea potassium chloride-20_(1.491g/20ml/ampoule),2021-04-19 14:30:26.555 +0700,2021-04-19 14:30:26.555 +0700
391,루키벡필름코팅정100밀리그램(이매티닙메실산염)_(0.1195g/1정),rookie beck film coated tablet 100mg (imatinib mesylate)_(0.1195g/1 tablet),2021-04-19 14:30:26.922 +0700,2021-04-19 14:30:26.922 +0700
392,안국이소트레티노인연질캡슐10mg_(10mg/1캡슐),anguk isotretinoin soft capsule 10mg_(10mg/1 capsule),2021-04-19 14:30:27.229 +0700,2021-04-19 14:30:27.229 +0700
393,광동세파클러건조시럽125mg/5ml,guangdong sepakler dry syrup 125mg/5ml,2021-04-19 14:30:27.472 +0700,2021-04-19 14:30:27.472 +0700
394,큐아렌점안액_(10ml),qarene eye drops_(10ml),2021-04-19 14:30:27.675 +0700,2021-04-19 14:30:27.675 +0700
395,자쿠텍스네오시럽(아목시실린수화물-묽은클라불란산칼륨),zakutex neo syrup (amoxicillin hydrate-dilute potassium clavulanate),2021-04-19 14:30:27.879 +0700,2021-04-19 14:30:27.879 +0700
396,로바펜정(록소프로펜나트륨)_(60mg/1정),lobafen tablet (sodium loxoprofen)_(60mg/1 tablet),2021-04-19 14:30:28.246 +0700,2021-04-19 14:30:28.246 +0700
397,아이타시스점안액(사이클로스포린)_(0.2mg/0.4ml),aitasys eye drops (cyclosporine)_(0.2mg/0.4ml),2021-04-19 14:30:28.544 +0700,2021-04-19 14:30:28.544 +0700
398,폴라맥정(폴라프레징크)_(75mg/1정),polar vein tablet (pola frezink)_(75mg/1 tablet),2021-04-19 14:30:28.756 +0700,2021-04-19 14:30:28.756 +0700
399,디비엘데페록사민메실레이트주500mg,dvd deferoxamine mesylate 500mg,2021-04-19 14:30:29.316 +0700,2021-04-19 14:30:29.316 +0700
400,mg/병,mg/bottle,2021-04-19 14:30:29.401 +0700,2021-04-19 14:30:29.401 +0700
401,에스포젠주4000iu(수출명:에리틴주네오틴주엘지에스포젠주이포티브주에포비탄주에스포젠플러스주),"espogen state 4000iu (exporter: eritin gene neotin, lg spogen zoo, epobitan, espogen plus, etc.)",2021-04-19 14:30:29.871 +0700,2021-04-19 14:30:29.871 +0700
402,유니크라정625밀리그램_(1정),unikrajeong 625mg_(1 tablet),2021-04-19 14:30:30.740 +0700,2021-04-19 14:30:30.740 +0700
403,벤스나졸크림,bensnazole cream,2021-04-19 14:30:30.933 +0700,2021-04-19 14:30:30.933 +0700
404,손바렌연고(요소)(구.손바렌연고),son baren ointment (urea) (formerly son baren ointment),2021-04-19 14:30:31.198 +0700,2021-04-19 14:30:31.198 +0700
405,알세핀시럽(콜린알포세레이트)_(0.4g/10ml),alcepin syrup (choline alfoscerate)_(0.4g/10ml),2021-04-19 14:30:31.671 +0700,2021-04-19 14:30:31.671 +0700
406,벨케이드주(보르테조밉),velcade state (bortezomib),2021-04-19 14:30:31.906 +0700,2021-04-19 14:30:31.906 +0700
407,세포타졸주0.5그람(세프메타졸나트륨)_(0.5g/1병),"0.5 grams of celletazol (sodium cefmethazole)_(0.5g/1 bottle)",2021-04-19 14:30:32.119 +0700,2021-04-19 14:30:32.119 +0700
408,에스오피엠정20밀리그램(에스오메프라졸마그네슘이수화물)_(21.69mg/1정),sopm tablet 20mg (someprazole magnesium dihydrate)_(21.69mg/1 tablet),2021-04-19 14:30:32.574 +0700,2021-04-19 14:30:32.574 +0700
409,앤토스정(피오글리타존염산염)_(16.53mg/1정),antos tablet (pioglitazone hydrochloride)_(16.53mg/1 tablet),2021-04-19 14:30:32.876 +0700,2021-04-19 14:30:32.876 +0700
410,메트글루서방정500밀리그램(메트포르민염산염)_(0.5g/1정),metglucerin 500mg (metformin hydrochloride)_(0.5g/1tablet),2021-04-19 14:30:33.136 +0700,2021-04-19 14:30:33.136 +0700
411,핸드알리연질캡슐30밀리그램(알리트레티노인)_(30mg/1캡슐),hand ali soft capsule 30mg (alitretinoin)_(30mg/1 capsule),2021-04-19 14:30:33.386 +0700,2021-04-19 14:30:33.386 +0700
412,리타인주4%(리도카인염산염수화물),lityne wine 4% (lidocaine hydrochloride hydrate),2021-04-19 14:30:33.959 +0700,2021-04-19 14:30:33.959 +0700
